Type	Name
Activity	"act(p(HGNC:""LRP1""),ma(tport))"
Activity	"act(p(MGI:""Atic""),ma(cat))"
Activity	"act(p(HGNC:""SCTR""))"
Activity	"act(p(MGI:""Uros""),ma(cat))"
Activity	"act(p(FLYBASE:""Pect""),ma(cat))"
Activity	"act(p(MGI:""Sh2d1b1""))"
Activity	"act(complex(p(HGNC:""CHUK""),p(HGNC:""IKBKB"")))"
Activity	"act(p(RGD:""Mgll""),ma(cat))"
Activity	"act(p(HGNC:""TPK1""))"
Activity	"act(p(RGD:""Ilk""))"
Activity	"act(p(HGNC:""AGXT""),ma(cat))"
Activity	"act(complex(p(RGD:""Atf1""),composite(p(RGD:""Atf2""),p(RGD:""Atf4""),p(RGD:""Atf6b""),p(RGD:""Creb1""),p(RGD:""Creb3l1""),p(RGD:""Creb3l2""),p(RGD:""Creb3l3""),p(RGD:""Creb3l4""),p(RGD:""Creb5""))))"
Activity	"act(p(FLYBASE:""gny""),ma(cat))"
Activity	"act(p(MGI:""Hddc3""),ma(cat))"
Activity	"act(p(RGD:""Cyp2e1""),ma(cat))"
Activity	"act(p(HGNC:""PRKACB""))"
Activity	"act(p(RGD:""Sh2d2a""))"
Activity	"act(p(FLYBASE:""CG18155""),ma(cat))"
Activity	"act(p(RGD:""Ftcd""),ma(cat))"
Activity	"act(a(CHEBI:""prostaglandin G2""))"
Activity	"act(p(MGI:""Adpgk""),ma(cat))"
Activity	"act(p(HGNC:""MAPK8""))"
Activity	"act(p(MGI:""Sult2b1""),ma(cat))"
Activity	"act(p(FPLX:""Caspase""))"
Activity	"act(p(RGD:""Gmds""),ma(cat))"
Activity	"act(p(HGNC:""TPK1""),ma(cat))"
Activity	"act(p(MGI:""Mgat2""),ma(cat))"
Activity	"act(complex(p(HGNC:""SKP2""),composite(p(HGNC:""CUL1""),p(HGNC:""RBX1""),p(HGNC:""SKP1""))))"
Activity	"act(complex(p(MGI:""Cyba""),p(MGI:""Ncf1""),p(MGI:""Ncf2""),p(MGI:""Nox1""),composite(p(MGI:""Rac1""),p(MGI:""Rac2""),p(MGI:""Rac3""))))"
Activity	"act(p(RGD:""Erbb2""))"
Activity	"act(p(HGNC:""STAT3""),ma(tscript))"
Activity	"act(p(RGD:""St8sia1""),ma(cat))"
Activity	"act(p(HGNC:""TBK1""))"
Activity	"act(p(RGD:""Tdo2""),ma(cat))"
Activity	"act(p(HGNC:""MSN""))"
Activity	"act(p(RGD:""Uprt""),ma(cat))"
Activity	"act(p(HGNC:""FYN""),ma(kin))"
Activity	"act(p(MGI:""Hsd11b1""),ma(cat))"
Activity	"act(p(HGNC:""XDH""))"
Activity	"act(p(RGD:""Map2k2""))"
Activity	"act(p(HGNC:""RHOQ""))"
Activity	"act(p(RGD:""Bnip3""))"
Activity	"act(p(FLYBASE:""key""))"
Activity	"act(p(RGD:""Calcoco2""))"
Activity	"act(p(RGD:""Myc""))"
Activity	"act(p(MGI:""Crh""))"
Activity	"act(p(MGI:""Creb1""))"
Activity	"act(p(FLYBASE:""PTP-ER""))"
Activity	"act(p(RGD:""Ntrk2""))"
Activity	"act(p(HGNC:""TNFSF11""))"
Activity	"act(p(MGI:""Cd40lg""))"
Activity	"act(p(FLYBASE:""Dark""))"
Activity	"act(p(GFAM:""Glutamate ionotropic receptor NMDA type subunits""))"
Activity	"act(p(KEGG:""mmu:641025""))"
Activity	"act(p(MGI:""Ugp2""),ma(cat))"
Activity	"act(p(HGNC:""PLCB2""))"
Activity	"act(p(MGI:""Eif4b""))"
Activity	"act(p(HGNC:""ZMPSTE24""),ma(cat))"
Activity	"act(p(MGI:""Pim1""))"
Activity	"act(p(RGD:""Ezh2""))"
Activity	"act(a(GO:""synapse""))"
Activity	"act(p(MGI:""Tgfb1""))"
Activity	"act(p(FLYBASE:""Egfr""))"
Activity	"act(p(MGI:""Pgr""))"
Activity	"act(complex(composite(p(HGNC:""IL6R""),p(HGNC:""IL6ST"")),composite(p(HGNC:""JAK1""),p(HGNC:""JAK2""))))"
Activity	"act(complex(p(RGD:""Ripk1""),p(RGD:""Tradd""),p(RGD:""Traf5"")))"
Activity	"act(p(HGNC:""IPMK""),ma(cat))"
Activity	"act(p(HGNC:""DKK1""))"
Activity	"act(p(RGD:""Atr""))"
Activity	"act(p(HGNC:""PTK2""))"
Activity	"act(p(RGD:""Pgls""),ma(cat))"
Activity	"act(a(CHEBI:""prostaglandin E2""))"
Activity	"act(p(MGI:""Nsmaf""))"
Activity	"act(complex(p(HGNC:""IKBKG""),composite(p(HGNC:""CHUK""),p(HGNC:""IKBKB""))))"
Activity	"act(complex(p(RGD:""Sav1""),p(RGD:""Stk3"")))"
Activity	"act(p(MGI:""Dbt""),ma(cat))"
Activity	"act(p(HGNC:""DHCR7""))"
Activity	"act(p(MGI:""Patj""))"
Activity	"act(p(FLYBASE:""Src42A""))"
Activity	"act(p(RGD:""F2r""))"
Activity	"act(p(FLYBASE:""G6P""),ma(cat))"
Activity	"act(complex(composite(p(MGI:""Masp1""),p(MGI:""Masp2"")),composite(p(MGI:""Mbl1""),p(MGI:""Mbl2""))))"
Activity	"act(p(HGNC:""C2""))"
Activity	"act(p(HGNC:""GSK3B""),ma(kin))"
Activity	"act(p(MGI:""Rassf1""))"
Activity	"act(a(MESH:""Affinity Labels""))"
Activity	"act(p(RGD:""Amdhd2""),ma(cat))"
Activity	"act(complex(p(HGNC:""CDC20""),composite(p(HGNC:""ANAPC1""),p(HGNC:""ANAPC10""),p(HGNC:""ANAPC11""),p(HGNC:""ANAPC13""),p(HGNC:""ANAPC2""),p(HGNC:""ANAPC4""),p(HGNC:""ANAPC5""),p(HGNC:""ANAPC7""),p(HGNC:""CDC16""),p(HGNC:""CDC23""),p(HGNC:""CDC26""),p(HGNC:""CDC27""))))"
Activity	"act(p(RGD:""Ptprf""))"
Activity	"act(p(FLYBASE:""l(3)02640""),ma(cat))"
Activity	"act(p(RGD:""Aqp2""))"
Activity	"act(p(MGI:""Abat""),ma(cat))"
Activity	"act(a(MESH:""Amyloid Precursor Protein Secretases""))"
Activity	"act(p(MGI:""Rap2c""))"
Activity	"act(p(RGD:""Rasgrp2""))"
Activity	"act(p(FLYBASE:""CG31751""),ma(cat))"
Activity	"act(complex(p(MGI:""Bmpr1b""),composite(p(MGI:""Acvr2a""),p(MGI:""Acvr2b""))))"
Activity	"act(complex(p(HGNC:""CRB3""),p(HGNC:""MPP5""),p(HGNC:""PATJ"")))"
Activity	"act(p(HGNC:""TAGLN""))"
Activity	"act(p(RGD:""Gpx4""),ma(cat))"
Activity	"act(p(HGNC:""BCHE""),ma(cat))"
Activity	"act(p(MGI:""Gcat""),ma(cat))"
Activity	"act(p(FLYBASE:""CG32099""),ma(cat))"
Activity	"act(p(MGI:""Fgfr2""))"
Activity	"act(p(HGNC:""GADL1""),ma(cat))"
Activity	"act(p(RGD:""Tyms""))"
Activity	"act(p(RGD:""Smpd2""))"
Activity	"act(a(CHEBI:""amyloid-beta polypeptide 40""),ma(GO:""antioxidant activity""))"
Activity	"act(p(RGD:""Itch""))"
Activity	"act(p(HGNC:""MEFV""))"
Activity	"act(p(MGI:""Ntpcr""),ma(cat))"
Activity	"act(complex(p(HGNC:""EGFR""),p(HGNC:""ERBB2"")))"
Activity	"act(p(MGI:""Csf3r""))"
Activity	"act(p(FLYBASE:""CG8665""),ma(cat))"
Activity	"act(p(HGNC:""TP53""))"
Activity	"act(p(MGI:""Npbwr1""))"
Activity	"act(p(HGNC:""NR1H3""))"
Activity	"act(p(MGI:""St8sia1""),ma(cat))"
Activity	"act(complex(p(HGNC:""RIPK1""),p(HGNC:""TRADD""),p(HGNC:""TRAF5"")))"
Activity	"act(p(MGI:""Foxp3""))"
Activity	"act(p(HGNC:""UBB""))"
Activity	"act(p(RGD:""Yes1""))"
Activity	"act(p(MGI:""Mocos""),ma(cat))"
Activity	"act(p(HGNC:""CAMK2B""))"
Activity	"act(p(HGNC:""CDH4""))"
Activity	"act(p(RGD:""Nadsyn1""),ma(cat))"
Activity	"act(p(HGNC:""GHRHR""))"
Activity	"act(complex(composite(p(MGI:""Il21r""),p(MGI:""Il2rg"")),composite(p(MGI:""Jak1""),p(MGI:""Jak3""))))"
Activity	"act(p(HGNC:""CAD""),ma(cat))"
Activity	"act(complex(p(HGNC:""BAIAP2""),composite(p(HGNC:""WASF1""),p(HGNC:""WASF2""),p(HGNC:""WASF3""))))"
Activity	"act(p(MGI:""Hpse2""),ma(cat))"
Activity	"act(p(HGNC:""CHUK""),ma(kin))"
Activity	"act(p(RGD:""Cdipt""),ma(cat))"
Activity	"act(complex(GO:""NF-kappaB complex""),ma(GO:""DNA binding""))"
Activity	"act(p(RGD:""Pde3b""))"
Activity	"act(p(HGNC:""PIGO""),ma(cat))"
Activity	"act(complex(p(MGI:""Dcc""),composite(p(MGI:""Unc5a""),p(MGI:""Unc5b""),p(MGI:""Unc5c""),p(MGI:""Unc5d""))))"
Activity	"act(p(HGNC:""CYP2R1""),ma(cat))"
Activity	"act(p(MGI:""Agxt2""),ma(cat))"
Activity	"act(p(RGD:""Tnfrsf1a""))"
Activity	"act(p(HGNC:""CLU""))"
Activity	"act(p(RGD:""Gart""),ma(cat))"
Activity	"act(a(CHEBI:""diglyceride""))"
Complex	"complex(p(HGNC:""BECN1""),p(HGNC:""PIK3C3""))"
Complex	"complex(p(MGI:""Gfap""),p(MGI:""Il12b""))"
Complex	"complex(p(HGNC:""NFKB1""),p(HGNC:""RELA""),p(HGNC:""SYP""))"
Complex	"complex(p(CONSO:""alpha-Bungarotoxin""),p(HGNC:""CHRNA7""))"
Complex	"complex(p(HGNC:""ITGA4""),p(HGNC:""ITGB1""))"
Complex	"complex(p(RGD:""Myd88""),p(RGD:""Tirap""))"
Complex	"complex(p(MGI:""Tlr2""),p(MGI:""Tlr4""))"
Complex	"complex(complex(SCOMP:""IkappaB Kinase Complex""),p(HGNC:""BCL10""),p(HGNC:""CARD11""),p(HGNC:""CASP8""),p(HGNC:""MALT1""),p(HGNC:""PRKCQ""),p(HGNC:""TRAF6""))"
Complex	"complex(p(HGNC:""APP""),p(HGNC:""HSPD1""))"
Complex	"complex(GO:""protein phosphatase type 2A complex"")"
Complex	"complex(p(MGI:""Casp1""),p(MGI:""Nlrc4""),p(MGI:""Pycard""))"
Complex	"complex(p(HGNC:""APP""),p(HGNC:""SHC2""))"
Complex	"complex(p(HGNC:""GSK3B""),p(HGNC:""MAPT""))"
Complex	"complex(p(HGNC:""CHRNA7""),p(HGNC:""FYN""))"
Complex	"complex(composite(p(KEGG:""rno:303251""),p(RGD:""Dvl1""),p(RGD:""Dvl3"")),composite(p(RGD:""Csnk1d""),p(RGD:""Csnk1e"")))"
Complex	"complex(p(MGI:""Traf6""),composite(p(MGI:""Irak1""),p(MGI:""Irak2""),p(MGI:""Irak3""),p(MGI:""Irak4"")))"
Complex	"complex(p(HGNC:""ITPR1""),p(HGNC:""PSEN1""))"
Complex	"complex(p(HGNC:""BAG5""),p(HGNC:""HSPA8""))"
Complex	"complex(a(CHEBI:""polypeptide""),p(HGNC:""STUB1""))"
Complex	"complex(composite(p(HGNC:""CREBBP""),p(HGNC:""EP300""),p(HGNC:""KAT2A""),p(HGNC:""KAT2B"")),composite(p(HGNC:""MAML1""),p(HGNC:""MAML2""),p(HGNC:""MAML3"")))"
Complex	"complex(p(MGI:""Bub1b""),p(MGI:""Bub3""),composite(p(MGI:""Mad2l1""),p(MGI:""Mad2l2"")))"
Complex	"complex(a(GOCC:""microtubule""),p(HGNC:""MAPT""))"
Complex	"complex(GO:""GABA receptor complex"")"
Complex	"complex(p(HGNC:""BAG4"",var(""p.Asp424Ala"")),p(INTERPRO:""Heat shock protein 70 family""))"
Complex	"complex(a(MESH:""Protein Phosphatase 2""),p(HGNC:""MAPT""))"
Complex	"complex(p(HGNC:""ERBB2""),p(HGNC:""ERBB4""))"
Complex	"complex(p(MGI:""Eea1""),composite(p(MGI:""Rab5a""),p(MGI:""Rab5b""),p(MGI:""Rab5c"")))"
Complex	"complex(p(RGD:""Bmp7""),p(RGD:""Gdf7""))"
Complex	"complex(p(HGNC:""NOD1""),p(HGNC:""RIPK2""))"
Complex	"complex(p(HGNC:""APP"",frag(""672_713"")),p(HGNC:""GRIN1""),p(SFAM:""Cholinesterase Family""))"
Complex	"complex(g(HGNC:""MIR153-1""),r(HGNC:""SNCA""))"
Complex	"complex(a(CHEBI:""Anatoxin a""),p(HGNCGENEFAMILY:""Cholinergic receptors nicotinic subunits""))"
Complex	"complex(p(HGNC:""SMAD7""),p(HGNC:""YAP1""))"
Complex	"complex(p(HGNC:""IRAK1""),p(HGNC:""MYD88""),p(HGNC:""TRAF3""))"
Complex	"complex(complex(PMICOMP:""Amyloid precursor protein intracellular domain""),p(HGNC:""MAPK8IP1""))"
Complex	"complex(a(MESH:""Antigens"",loc(MESH:""Myelin Sheath"")),a(MESH:""Microglia""))"
Complex	"complex(p(HGNC:""CHRM2""),p(HGNC:""GNAI1""))"
Complex	"complex(p(HGNC:""TGFBR1""),p(HGNC:""TGFBR2""))"
Complex	"complex(p(RGD:""Il10ra""),p(RGD:""Il10rb""))"
Complex	"complex(p(RGD:""Itgb1""),composite(p(RGD:""Itga4""),p(RGD:""Itga5"")))"
Complex	"complex(p(HGNC:""PRKCA""),p(HGNC:""SDC4""))"
Complex	"complex(p(HGNC:""PPP2CA""),p(HGNC:""PPP2CB""),p(HGNC:""PPP2R2A""))"
Complex	"complex(p(HGNC:""HSPA8""),p(HGNC:""MAPT"",pmod(Ph)),p(HGNC:""STUB1""),p(HGNC:""UBE2D2""))"
Complex	"complex(p(HGNC:""APP"",frag(""672_713"")),p(HGNC:""PPID""))"
Complex	"complex(complex(GO:""proteasome complex""),p(HGNCGENEFAMILY:""Beta catenins"",pmod(Ph)))"
Complex	"complex(p(HGNC:""CDC37L1""),p(HGNC:""STIP1""))"
Complex	"complex(a(CHEBI:""cyclic ADP-ribose""),p(HGNC:""TARDBP"",frag(""82_98"")))"
Complex	"complex(p(HGNC:""JUN""),composite(p(HGNC:""MAPK10""),p(HGNC:""MAPK8""),p(HGNC:""MAPK9"")))"
Complex	"complex(p(MGI:""Nck2""),composite(p(MGI:""Pak1""),p(MGI:""Pak2""),p(MGI:""Pak3""),p(MGI:""Pak4""),p(MGI:""Pak6""),p(MGI:""Pak7"")))"
Complex	"complex(p(HGNC:""APP"",frag(""672_713"")),p(HGNC:""PPIF""))"
Complex	"complex(a(MESH:""Mitochondria""),p(HGNC:""HDAC6""),p(HGNC:""SQSTM1""))"
Complex	"complex(p(HGNC:""FER""),p(HGNC:""FKBP5""))"
Complex	"complex(GO:""filamentous actin"")"
Complex	"complex(p(HGNC:""TRAF2""),p(HGNC:""TRAF5""))"
Complex	"complex(p(MGI:""Tsc1""),p(MGI:""Tsc2""))"
Complex	"complex(p(RGD:""Ddx5""),p(RGD:""Drosha""))"
Complex	"complex(p(HGNC:""PTPN6""),p(HGNC:""SIRPA"",pmod(Ph)))"
Complex	"complex(a(HGNC:""MAPT""),a(HGNC:""MAPT""),a(HGNC:""MAPT""))"
Complex	"complex(p(HGNC:""BAG4""),p(HGNC:""DCP1B""))"
Complex	"complex(a(MESH:""HSP70 Heat-Shock Proteins""),p(HGNC:""STUB1""))"
Complex	"complex(p(HGNC:""MEN1""),composite(p(HGNC:""ASH2L""),p(HGNC:""KMT2A""),p(HGNC:""KMT2D""),p(HGNC:""RBBP5""),p(HGNC:""WDR5""),p(HGNC:""WDR5B"")))"
Complex	"complex(p(HGNC:""PTPN6""),p(HGNC:""SIGLEC11""))"
Complex	"complex(p(PMIPFAM:""NLGN Family""),p(PMIPFAM:""NRXN Family""))"
Complex	"complex(g(HGNC:""MIR15B""),r(HGNC:""BACE1""))"
Complex	"complex(p(HGNC:""CHRNA1""),p(HGNC:""CHRNA1""),p(HGNC:""CHRNB1""),p(HGNC:""CHRND""),p(HGNC:""CHRNG""))"
Composite	"composite(a(CHEBI:""ionomycin""),a(CHEBI:""phorbol 13-acetate 12-myristate""))"
Composite	"composite(p(HGNC:""GRIN1""),p(HGNC:""GRIN2A""),p(HGNC:""GRIN2B""),p(HGNC:""GRIN2C""),p(HGNC:""GRIN2D""))"
Composite	"composite(p(MGI:""Traf1""),p(MGI:""Traf2""))"
Composite	"composite(p(HGNC:""CDS1""),p(HGNC:""CDS2""))"
Composite	"composite(p(HGNC:""TRAF6""),p(HGNC:""UBE2N""))"
Composite	"composite(p(MGI:""Dusp3""),p(MGI:""Ptpn5""),p(MGI:""Ptpn7""),p(MGI:""Ptprr""))"
Composite	"composite(a(CHEMBLA:""CHEMBL659""),p(MGI:""App"",frag(""696_706"")))"
Composite	"composite(p(MGI:""Shmt1""),p(MGI:""Shmt2""))"
Composite	"composite(p(MGI:""Acsl1""),p(MGI:""Acsl3""),p(MGI:""Acsl4""),p(MGI:""Acsl5""),p(MGI:""Acsl6""))"
Composite	"composite(p(HGNC:""CRK""),p(HGNC:""PIK3R2""),p(HGNC:""SIT1""))"
Composite	"composite(p(RGD:""Nt5c""),p(RGD:""Nt5c1a""),p(RGD:""Nt5c1b""),p(RGD:""Nt5c2""),p(RGD:""Nt5c3a""),p(RGD:""Nt5c3b""),p(RGD:""Nt5e""),p(RGD:""Nt5m""))"
Composite	"composite(p(FLYBASE:""CCHa1-R""),p(FLYBASE:""CCHa2-R""))"
Composite	"composite(p(HGNC:""APP""),p(HGNC:""NCAM2""))"
Composite	"composite(p(HGNC:""CCNA1""),p(HGNC:""CCNA2""))"
Composite	"composite(p(MGI:""Id1""),p(MGI:""Id2""),p(MGI:""Id3""),p(MGI:""Id4""))"
Composite	"composite(a(PUBCHEM:""3108148""),p(CONSO:""3R tau""))"
Composite	"composite(p(MGI:""Zfp110""),p(MGI:""Zfp369""))"
Composite	"composite(p(HGNC:""EFNB1""),p(HGNC:""EFNB2""),p(HGNC:""EFNB3""))"
Composite	"composite(p(HGNC:""G3BP1""),p(HGNC:""HDAC6""))"
Composite	"composite(p(RGD:""Rbck1""),p(RGD:""Rnf31""),p(RGD:""Sharpin""))"
Composite	"composite(p(FLYBASE:""orb""),p(FLYBASE:""orb2""))"
Composite	"composite(p(MGI:""Prkd1""),p(MGI:""Prkd2""),p(MGI:""Prkd3""))"
Composite	"composite(a(CHEBI:""hexadecanoate""),p(HGNC:""NLRC4""))"
Composite	"composite(p(MGI:""Ash1l""),p(MGI:""Dot1l""),p(MGI:""Ehmt1""),p(MGI:""Ehmt2""),p(MGI:""Ezh1""),p(MGI:""Ezh2""),p(MGI:""Gm45935""),p(MGI:""Kmt2a""),p(MGI:""Kmt2b""),p(MGI:""Kmt2c""),p(MGI:""Kmt2d""),p(MGI:""Kmt2e""),p(MGI:""Kmt5a""),p(MGI:""Kmt5b""),p(MGI:""Kmt5c""),p(MGI:""Nsd1""),p(MGI:""Nsd2""),p(MGI:""Nsd3""),p(MGI:""Prdm2""),p(MGI:""Prdm6""),p(MGI:""Prdm9""),p(MGI:""Setd1a""),p(MGI:""Setd1b""),p(MGI:""Setd2""),p(MGI:""Setd3""),p(MGI:""Setd7""),p(MGI:""Setdb1""),p(MGI:""Setdb2""),p(MGI:""Setmar""),p(MGI:""Suv39h1""),p(MGI:""Suv39h2""))"
Composite	"composite(p(MGI:""Gli1""),p(MGI:""Gli2""),p(MGI:""Gli3""))"
Composite	"composite(a(CHEBI:""ATP""),a(CHEBI:""magnesium(2+)""))"
Composite	"composite(p(HGNC:""FCGR1A""),p(HGNC:""FCGR2A""),p(HGNC:""FCGR2B""),p(HGNC:""FCGR2C""),p(HGNC:""FCGR3A""),p(HGNC:""FCGR3B""))"
Composite	"composite(p(MGI:""Acaa1a""),p(MGI:""Acaa1b""),p(MGI:""Acaa2""),p(MGI:""Hadhb""))"
Composite	"composite(p(CONSO:""gamma-secretase""),p(HGNC:""APP""),p(HGNC:""BACE1""))"
Composite	"composite(p(HGNC:""DHRS11""),p(HGNC:""HSD17B1""),p(HGNC:""HSD17B12""),p(HGNC:""HSD17B2""),p(HGNC:""HSD17B6""),p(HGNC:""HSD17B7""),p(HGNC:""HSD17B8""))"
Composite	"composite(p(MGI:""Alg13""),p(MGI:""Glt28d2""))"
Composite	"composite(p(MGI:""Jak1""),p(MGI:""Jak2""))"
Composite	"composite(a(MESH:""Bungarotoxins""),p(HGNC:""TMEM35A""))"
Composite	"composite(p(HGNC:""MYL10""),p(HGNC:""MYL12A""),p(HGNC:""MYL12B""),p(HGNC:""MYL2""),p(HGNC:""MYL5""),p(HGNC:""MYL7""),p(HGNC:""MYL9""),p(HGNC:""MYLPF""))"
Composite	"composite(p(MGI:""Rraga""),p(MGI:""Rragb""))"
Composite	"composite(p(RGD:""Cdk4""),p(RGD:""Cdk6""))"
Composite	"composite(a(DRUGBANK:""Galantamine""),a(PUBCHEM:""305""))"
Composite	"composite(p(RGD:""Pgam1""),p(RGD:""Pgam2""))"
Composite	"composite(p(HGNC:""FCGR1A""),p(HGNC:""FCGR2A""),p(HGNC:""FCGR2C""),p(HGNC:""FCGR3A""),p(HGNC:""FCGR3B""))"
Composite	"composite(p(MGI:""Acer1""),p(MGI:""Acer2""),p(MGI:""Asah1""),p(MGI:""Asah2""))"
Composite	"composite(p(RGD:""Mir124-1""),p(RGD:""Mir124-2""),p(RGD:""Mir124-3""))"
Composite	"composite(a(CHEBI:""torin 1""),p(MGI:""Tfeb""))"
Composite	"composite(p(RGD:""Acot1""),p(RGD:""Acot2""),p(RGD:""Acot3""),p(RGD:""Acot4""),p(RGD:""Acot5""),p(RGD:""Baat""))"
Composite	"composite(p(HGNC:""CALCR""),p(HGNC:""CALCRL""))"
Composite	"composite(p(MGI:""Cdc25b""),p(MGI:""Cdc25c""))"
Composite	"composite(p(RGD:""Idi1""),p(RGD:""Idi2""),p(RGD:""RGD1564999""))"
Composite	"composite(p(HGNC:""SIRT1""),p(HGNC:""TFEB""))"
Composite	"composite(p(HGNC:""ADRA1A""),p(HGNC:""ADRA1B""),p(HGNC:""ADRA1D""),p(HGNC:""ADRA2A""),p(HGNC:""ADRA2B""),p(HGNC:""ADRA2C""),p(HGNC:""ADRB1""),p(HGNC:""ADRB2""),p(HGNC:""ADRB3""))"
Composite	"composite(p(MGI:""Ncam1""),p(MGI:""Ncam2""))"
Composite	"composite(p(MGI:""Comt""),p(MGI:""Tomt""))"
Composite	"composite(p(HGNC:""CD80""),p(HGNC:""CD86""))"
Composite	"composite(p(MGI:""Pip5k1a""),p(MGI:""Pip5k1b""),p(MGI:""Pip5k1c""),p(MGI:""Pip5kl1""))"
Composite	"composite(p(FLYBASE:""CG11828""),p(FLYBASE:""CG15539""),p(FLYBASE:""CG15864""),p(FLYBASE:""CG18231""),p(FLYBASE:""CG18749""),p(FLYBASE:""CG31013""),p(FLYBASE:""CG31016""),p(FLYBASE:""CG31021""),p(FLYBASE:""CG31524""),p(FLYBASE:""CG32199""),p(FLYBASE:""CG32201""),p(FLYBASE:""CG34345""),p(FLYBASE:""CG4174""),p(FLYBASE:""CG9698""),p(FLYBASE:""PH4alphaEFB""),p(FLYBASE:""PH4alphaMP""),p(FLYBASE:""PH4alphaNE1""),p(FLYBASE:""PH4alphaNE2""),p(FLYBASE:""PH4alphaNE3""),p(FLYBASE:""PH4alphaPV""),p(FLYBASE:""PH4alphaSG1""),p(FLYBASE:""PH4alphaSG2""))"
Composite	"composite(p(RGD:""Lclat1""),p(RGD:""Lpcat1""),p(RGD:""Lpcat2""),p(RGD:""Lpcat2b""),p(RGD:""Lpcat4""),p(RGD:""Lpgat1""))"
Composite	"composite(p(RGD:""Tgfb1""),p(RGD:""Tgfb2""),p(RGD:""Tgfb3""))"
Composite	"composite(p(HGNC:""FOS""),p(HGNC:""JUN""),p(HGNC:""SP1""))"
Composite	"composite(p(RGD:""Jak1""),p(RGD:""Jak2""))"
Composite	"composite(p(HGNC:""AHCY""),p(HGNC:""AHCYL1""),p(HGNC:""AHCYL2""))"
Composite	"composite(p(MGI:""Akr1b10""),p(MGI:""Akr1b3""),p(MGI:""Akr1b7""),p(MGI:""Akr1b8""))"
Composite	"composite(p(HGNC:""SCN1B""),p(HGNC:""SCN4B""),p(HGNC:""SCN5A""),p(HGNC:""SCN7A""))"
Composite	"composite(p(MGI:""Rbck1""),p(MGI:""Rnf31""),p(MGI:""Sharpin""))"
Composite	"composite(p(HGNC:""UCK1""),p(HGNC:""UCK2""),p(HGNC:""UCKL1""))"
Composite	"composite(p(MGI:""Fbp1""),p(MGI:""Fbp2""))"
Composite	"composite(p(FLYBASE:""Trxr-1""),p(FLYBASE:""Trxr-2""))"
Composite	"composite(p(HGNC:""GNAI1""),p(HGNC:""GNAI2""),p(HGNC:""GNAI3""),p(HGNC:""GNAO1""),p(HGNC:""GNB1""),p(HGNC:""GNB2""),p(HGNC:""GNB3""),p(HGNC:""GNB4""),p(HGNC:""GNB5""),p(HGNC:""GNG10""),p(HGNC:""GNG11""),p(HGNC:""GNG12""),p(HGNC:""GNG13""),p(HGNC:""GNG2""),p(HGNC:""GNG3""),p(HGNC:""GNG4""),p(HGNC:""GNG5""),p(HGNC:""GNG7""),p(HGNC:""GNG8""),p(HGNC:""GNGT1""),p(HGNC:""GNGT2""))"
Composite	"composite(p(RGD:""Axin1""),p(RGD:""Axin2""))"
Composite	"composite(p(MGI:""Atxn1""),p(MGI:""Atxn1l""))"
Composite	"composite(p(HGNC:""PYCR1""),p(HGNC:""PYCR2""),p(HGNC:""PYCR3""))"
Composite	"composite(p(MGI:""Adcy1""),p(MGI:""Adcy3""),p(MGI:""Adcy8""))"
Composite	"composite(p(HGNC:""C1GALT1""),p(HGNC:""C1GALT1C1""))"
Composite	"composite(p(HGNC:""NUMB""),p(HGNC:""NUMBL""))"
Composite	"composite(p(HGNC:""PDHA1""),p(HGNC:""PDHA2""),p(HGNC:""PDHB""))"
Composite	"composite(p(HGNC:""DCHS1""),p(HGNC:""DCHS2""))"
Composite	"composite(p(RGD:""Ctps1""),p(RGD:""Ctps2""))"
Composite	"composite(p(RGD:""Npb""),p(RGD:""Npw""))"
Composite	"composite(p(HGNC:""ACTR2""),p(HGNC:""ACTR3""),p(HGNC:""ACTR3B""),p(HGNC:""ACTR3C""))"
Composite	"composite(p(RGD:""Tars1""),p(RGD:""Tars2""),p(RGD:""Tarsl2""))"
Composite	"composite(p(RGD:""Ccl19""),p(RGD:""Ccl21""))"
Composite	"composite(p(RGD:""Adora1""),p(RGD:""Adora2a""),p(RGD:""Adora2b""),p(RGD:""Adora3""),p(RGD:""LOC100911796""))"
Composite	"composite(p(HGNC:""C1QA""),p(HGNC:""C1QB""),p(HGNC:""C1QC""))"
Composite	"composite(p(HGNC:""CASR""),p(HGNC:""GPRC6A""))"
Composite	"composite(p(MGI:""Il12rb1""),p(MGI:""Il23r""))"
Composite	"composite(p(RGD:""Ifna1""),p(RGD:""Ifna11""),p(RGD:""Ifna2""),p(RGD:""Ifna4""),p(RGD:""Ifna5""),p(RGD:""Ifnb1""),p(RGD:""Ifng""),p(RGD:""LOC100912314""))"
Composite	"composite(p(RGD:""Rfx5""),p(RGD:""Rfxank""),p(RGD:""Rfxap""),p(RGD:""Rfxapl1""))"
Composite	"composite(p(FLYBASE:""Plc21C""),p(FLYBASE:""norpA""),p(FLYBASE:""sl""))"
Composite	"composite(p(RGD:""Nsfl1c""),p(RGD:""Ubxn6""))"
Composite	"composite(p(MGI:""Pla2g4a""),p(MGI:""Pla2g4b""),p(MGI:""Pla2g4c""),p(MGI:""Pla2g4d""),p(MGI:""Pla2g4e""),p(MGI:""Pla2g4f""))"
Composite	"composite(p(RGD:""Stat1""),p(RGD:""Stat2""),p(RGD:""Stat4""),p(RGD:""Stat5a""),p(RGD:""Stat5b""),p(RGD:""Stat6""))"
